CustomerID,FirstName,LastName,SalesID,ProductID,ProductName,Quantity
87947,Danielle,Lutz,4657040,229,Bread - Hot Dog Buns,23
28867,Patrice,Schneider,290545,229,Bread - Hot Dog Buns,8
69967,Bryce,Chavez,2576784,229,Bread - Hot Dog Buns,18
94420,Joe,Lang,75455,229,Bread - Hot Dog Buns,24
83158,Randi,Schroeder,5113250,229,Bread - Hot Dog Buns,22
84364,Efrain,Conley,4286057,229,Bread - Hot Dog Buns,22
44742,Donna,Kramer,4899594,229,Bread - Hot Dog Buns,12
7772,Daphne,Gould,2160909,229,Bread - Hot Dog Buns,2
47303,Guy,Browning,1456006,229,Bread - Hot Dog Buns,12
75791,Donovan,Ramsey,5574243,229,Bread - Hot Dog Buns,20
77756,Brenda,Rosario,3321538,229,Bread - Hot Dog Buns,20
97324,Darrick,Williamson,5653021,229,Bread - Hot Dog Buns,25
97324,Darrick,Williamson,6196374,229,Bread - Hot Dog Buns,25
13912,Billie,Quinn,4750757,229,Bread - Hot Dog Buns,4
52700,Matt,Franco,5995484,229,Bread - Hot Dog Buns,14
21734,Gene,Rich,1840758,229,Bread - Hot Dog Buns,6
6817,Aaron,Washington,5661885,229,Bread - Hot Dog Buns,2
21095,Allan,Price,2960499,229,Bread - Hot Dog Buns,6
28875,Dwight,Gonzalez,3094247,229,Bread - Hot Dog Buns,8
89588,Tracie,Pollard,464839,229,Bread - Hot Dog Buns,23
1034,Esther,Vega,509501,229,Bread - Hot Dog Buns,1
54827,Lorraine,Rubio,5090999,229,Bread - Hot Dog Buns,14
29287,Ricky,Lamb,3840769,229,Bread - Hot Dog Buns,8
11102,Derek,Lawrence,3404386,229,Bread - Hot Dog Buns,3
52155,Gregory,Haas,4949616,229,Bread - Hot Dog Buns,14
50748,Peter,Hoover,5042778,229,Bread - Hot Dog Buns,13
88552,Kristine,Horne,3100598,229,Bread - Hot Dog Buns,23
80938,Juan,Barrett,3278270,229,Bread - Hot Dog Buns,21
60481,Liza,Park,3924095,229,Bread - Hot Dog Buns,16
92168,Loren,Molina,6391808,229,Bread - Hot Dog Buns,24
66232,Karl,Boone,1673560,229,Bread - Hot Dog Buns,17
64348,Jeremy,Suarez,3679893,229,Bread - Hot Dog Buns,17
37510,Thomas,Zamora,2548139,229,Bread - Hot Dog Buns,10
44408,Kirk,Clarke,3184473,229,Bread - Hot Dog Buns,12
89254,Myron,Boyd,6130452,229,Bread - Hot Dog Buns,23
477,Milton,Valenzuela,1866236,229,Bread - Hot Dog Buns,1
51483,Cherie,Lester,185626,229,Bread - Hot Dog Buns,14
97201,Melisa,Gregory,3044606,229,Bread - Hot Dog Buns,25
42157,Marcie,Dawson,3815346,229,Bread - Hot Dog Buns,11
52091,Julian,Jacobson,4458455,229,Bread - Hot Dog Buns,14
86065,Jon,Phillips,202065,229,Bread - Hot Dog Buns,22
18027,Arthur,Reynolds,6422505,229,Bread - Hot Dog Buns,5
93882,Darryl,Barton,2110526,229,Bread - Hot Dog Buns,24
42303,Bryce,Snyder,4349310,229,Bread - Hot Dog Buns,11
32010,Lamar,Shelton,4862837,229,Bread - Hot Dog Buns,9
53997,Lesley,Drake,866144,229,Bread - Hot Dog Buns,14
63033,Bridgette,Huang,4049460,229,Bread - Hot Dog Buns,16
76475,Stephen,Goodman,1641744,229,Bread - Hot Dog Buns,20
98185,Katina,Moyer,4759015,229,Bread - Hot Dog Buns,25
84779,Norman,Cooley,6659727,229,Bread - Hot Dog Buns,22
82146,Evelyn,Morales,5821267,229,Bread - Hot Dog Buns,21
54495,Angie,Cooley,4587737,229,Bread - Hot Dog Buns,14
3903,Tyson,Shepherd,4986281,229,Bread - Hot Dog Buns,1
3903,Tyson,Shepherd,5972682,229,Bread - Hot Dog Buns,1
79854,Randy,Carson,1630269,229,Bread - Hot Dog Buns,21
25449,Kristi,Spears,2760666,229,Bread - Hot Dog Buns,7
85496,Rita,Alvarado,5396957,229,Bread - Hot Dog Buns,22
95017,Guillermo,Bridges,4966438,229,Bread - Hot Dog Buns,25
33759,Marisol,Gallagher,5003639,229,Bread - Hot Dog Buns,9
43652,Joey,Braun,4689840,229,Bread - Hot Dog Buns,12
35873,Shirley,Irwin,5540515,229,Bread - Hot Dog Buns,10
97769,Tia,Keith,3572049,229,Bread - Hot Dog Buns,25
891,Angelina,Proctor,3451718,229,Bread - Hot Dog Buns,1
85161,Scottie,Glass,5733700,229,Bread - Hot Dog Buns,22
25327,Floyd,Gonzalez,4881860,229,Bread - Hot Dog Buns,7
25624,Michele,Grimes,647267,229,Bread - Hot Dog Buns,7
68416,Lynn,Kennedy,3564892,229,Bread - Hot Dog Buns,18
44090,Jody,Gibbs,1476194,229,Bread - Hot Dog Buns,12
71595,Ivan,Harrell,5949647,229,Bread - Hot Dog Buns,19
68336,Sandra,Wiley,1956567,229,Bread - Hot Dog Buns,18
38497,Rick,Bass,5532280,229,Bread - Hot Dog Buns,10
10016,Shirley,Yates,4884656,229,Bread - Hot Dog Buns,3
36751,Glen,Frederick,1059953,229,Bread - Hot Dog Buns,10
36751,Glen,Frederick,1405339,229,Bread - Hot Dog Buns,10
61288,Rosa,Andersen,167199,270,Cheese Cloth No 100,16
58421,Tiffany,Kane,4088033,270,Cheese Cloth No 100,15
45498,Trisha,Bradley,3700356,270,Cheese Cloth No 100,12
50774,Ronda,Goodman,4476808,270,Cheese Cloth No 100,13
79997,Keith,Stanley,3719484,270,Cheese Cloth No 100,21
45313,Leo,Butler,1466449,270,Cheese Cloth No 100,12
55715,Brad,Reilly,1419142,270,Cheese Cloth No 100,15
55715,Brad,Reilly,5497593,270,Cheese Cloth No 100,15
40901,Erick,Mc Bride,1252778,270,Cheese Cloth No 100,11
1577,Janet,Calhoun,5644158,270,Cheese Cloth No 100,1
3909,Keri,Stafford,509197,270,Cheese Cloth No 100,1
18480,John,Yang,743491,270,Cheese Cloth No 100,5
41405,Celeste,Pope,3488133,270,Cheese Cloth No 100,11
85552,Shawn,Haley,4895451,270,Cheese Cloth No 100,22
412,Erica,Berg,1078745,270,Cheese Cloth No 100,1
59399,Marcia,Zavala,5246992,270,Cheese Cloth No 100,16
87849,Jake,Lawrence,4944111,270,Cheese Cloth No 100,23
26458,Martha,Lee,150316,270,Cheese Cloth No 100,7
26458,Martha,Lee,3645485,270,Cheese Cloth No 100,7
13354,Louis,Bradley,3915369,270,Cheese Cloth No 100,4
92673,Darin,Keller,5843502,270,Cheese Cloth No 100,24
45759,Karrie,Douglas,6204371,270,Cheese Cloth No 100,12
55930,Jerrod,Whitney,6016311,270,Cheese Cloth No 100,15
62184,Rocky,Benton,795351,270,Cheese Cloth No 100,16
62184,Rocky,Benton,2681032,270,Cheese Cloth No 100,16
70512,Arnold,Lyons,3472789,270,Cheese Cloth No 100,18
19753,Alana,Carroll,837964,270,Cheese Cloth No 100,6
51451,Leslie,Edwards,4480821,270,Cheese Cloth No 100,14
46046,Eugene,Dixon,3291614,270,Cheese Cloth No 100,12
1754,Ginger,Greene,1055304,270,Cheese Cloth No 100,1
2915,Elisa,Nelson,2319835,270,Cheese Cloth No 100,1
81591,Miriam,Lowery,4229668,270,Cheese Cloth No 100,21
78104,Tanisha,Gamble,3010648,270,Cheese Cloth No 100,20
81179,Roberta,Friedman,885525,270,Cheese Cloth No 100,21
72846,Carlton,Cowan,4946903,270,Cheese Cloth No 100,19
9047,Norman,Lynn,3005770,270,Cheese Cloth No 100,3
85292,Ellen,Everett,3708421,270,Cheese Cloth No 100,22
95819,Arthur,Kelley,293522,270,Cheese Cloth No 100,25
74237,Guillermo,Vega,443439,270,Cheese Cloth No 100,19
264,Virgil,Small,24688,270,Cheese Cloth No 100,1
49159,Gail,Beltran,3805550,270,Cheese Cloth No 100,13
49159,Gail,Beltran,6108730,270,Cheese Cloth No 100,13
81845,Kerrie,Vincent,606663,270,Cheese Cloth No 100,21
4644,Javier,Compton,4446896,270,Cheese Cloth No 100,2
41538,Jordan,David,630890,270,Cheese Cloth No 100,11
40863,Kerry,Charles,3683613,270,Cheese Cloth No 100,11
83495,Marshall,Stokes,3166032,270,Cheese Cloth No 100,22
60759,Drew,Mills,2043147,270,Cheese Cloth No 100,16
17760,Rodolfo,Zhang,4459798,270,Cheese Cloth No 100,5
2776,Demond,Leblanc,2023517,270,Cheese Cloth No 100,1
42802,Brendan,Obrien,558487,270,Cheese Cloth No 100,11
26353,Mandy,Cohen,3982382,270,Cheese Cloth No 100,7
25420,Nora,Whitney,3700917,270,Cheese Cloth No 100,7
98200,Sammy,Rocha,13961,270,Cheese Cloth No 100,25
69027,Sylvia,Cordova,119791,270,Cheese Cloth No 100,18
87030,Jocelyn,Hood,5417478,270,Cheese Cloth No 100,23
27669,Shanna,Skinner,3641183,270,Cheese Cloth No 100,8
82432,Janet,Buckley,1569590,270,Cheese Cloth No 100,21
20331,Miriam,Singleton,4211906,270,Cheese Cloth No 100,6
75022,Alisa,Savage,2764878,270,Cheese Cloth No 100,19
14012,Kenya,Castaneda,5050516,270,Cheese Cloth No 100,4
55162,Felicia,Arnold,5528200,270,Cheese Cloth No 100,14
10418,Lorie,Stevens,6143090,270,Cheese Cloth No 100,3
24271,Jasmine,Ball,1452492,270,Cheese Cloth No 100,7
86662,Lara,Neal,961801,270,Cheese Cloth No 100,22
81034,Alissa,Andrade,1656295,270,Cheese Cloth No 100,21
87947,Danielle,Lutz,1142647,270,Cheese Cloth No 100,23
22461,Lawanda,Hickman,5944255,270,Cheese Cloth No 100,6
78054,Eileen,Vincent,2831793,270,Cheese Cloth No 100,20
81715,Garry,Lawson,505523,270,Cheese Cloth No 100,21
65757,Marcie,Guerrero,1703703,270,Cheese Cloth No 100,17
4261,Vanessa,Black,1524096,270,Cheese Cloth No 100,2
29287,Ricky,Lamb,1294849,270,Cheese Cloth No 100,8
29287,Ricky,Lamb,5593822,270,Cheese Cloth No 100,8
15420,Teddy,Crawford,3561477,270,Cheese Cloth No 100,4
79189,Blanca,Meyers,5871547,270,Cheese Cloth No 100,21
1839,Roger,Maddox,4307040,270,Cheese Cloth No 100,1
27841,Melody,Aguilar,4446750,270,Cheese Cloth No 100,8
51631,Elias,Obrien,2029169,270,Cheese Cloth No 100,14
64301,Cassandra,Sexton,4672383,270,Cheese Cloth No 100,17
88245,Shawn,Dougherty,2937593,270,Cheese Cloth No 100,23
1008,Leticia,Krueger,4468566,270,Cheese Cloth No 100,1
18760,Timothy,Maddox,6642656,270,Cheese Cloth No 100,5
64202,Bennie,Moore,1393432,270,Cheese Cloth No 100,17
52154,Rene,Robertson,243373,270,Cheese Cloth No 100,14
52154,Rene,Robertson,295713,270,Cheese Cloth No 100,14
70354,Robbie,Park,3628868,270,Cheese Cloth No 100,18
68680,Andres,Rubio,2640933,270,Cheese Cloth No 100,18
59017,Greg,Mathis,2754065,270,Cheese Cloth No 100,15
59017,Greg,Mathis,4741229,270,Cheese Cloth No 100,15
59017,Greg,Mathis,6754719,270,Cheese Cloth No 100,15
44408,Kirk,Clarke,2440902,270,Cheese Cloth No 100,12
80167,Danny,Cross,1445164,270,Cheese Cloth No 100,21
14910,Teresa,King,5886252,270,Cheese Cloth No 100,4
5921,Shonda,Kirby,335434,270,Cheese Cloth No 100,2
45786,Norman,Reyes,5470628,270,Cheese Cloth No 100,12
477,Milton,Valenzuela,4584847,270,Cheese Cloth No 100,1
60612,Pete,Long,913478,270,Cheese Cloth No 100,16
56374,Doris,Serrano,3336134,270,Cheese Cloth No 100,15
883,Allen,Fleming,565668,270,Cheese Cloth No 100,1
1066,Milton,Rollins,1302362,270,Cheese Cloth No 100,1
6447,Ellen,Bradley,4350625,270,Cheese Cloth No 100,2
38125,Marie,Manning,6404246,270,Cheese Cloth No 100,10
77682,Tasha,Carlson,1913577,270,Cheese Cloth No 100,20
70324,Christine,Lowe,6143003,270,Cheese Cloth No 100,18
17263,Emily,Olson,1107342,270,Cheese Cloth No 100,5
5177,Wesley,Hendrix,1966933,270,Cheese Cloth No 100,2
95078,Staci,Palmer,573007,270,Cheese Cloth No 100,25
27045,Sean,Sawyer,190673,270,Cheese Cloth No 100,7
76511,Lakisha,Johns,5873967,270,Cheese Cloth No 100,20
92255,Brendan,Liu,1037077,270,Cheese Cloth No 100,24
47913,Cheri,Hooper,625271,270,Cheese Cloth No 100,13
67428,Robert,Schroeder,4418953,270,Cheese Cloth No 100,18
92418,Glen,Shah,42739,270,Cheese Cloth No 100,24
72433,Francisco,Guerra,2894865,270,Cheese Cloth No 100,19
31373,Dwight,Dyer,1258545,270,Cheese Cloth No 100,8
25995,Jane,Holder,4286661,270,Cheese Cloth No 100,7
6001,Byron,Carr,988015,270,Cheese Cloth No 100,2
84779,Norman,Cooley,2691045,270,Cheese Cloth No 100,22
2754,Regina,Rocha,197303,270,Cheese Cloth No 100,1
75762,Clinton,Harmon,2156069,270,Cheese Cloth No 100,20
54547,Ronald,Carson,2489472,270,Cheese Cloth No 100,14
3535,Lana,Peters,2399506,270,Cheese Cloth No 100,1
79854,Randy,Carson,6587750,270,Cheese Cloth No 100,21
77950,Eugene,Barron,2141094,270,Cheese Cloth No 100,20
58413,Frances,Rose,2417838,270,Cheese Cloth No 100,15
48611,Jennifer,Ingram,4043639,270,Cheese Cloth No 100,13
48611,Jennifer,Ingram,5316304,270,Cheese Cloth No 100,13
33759,Marisol,Gallagher,2123467,270,Cheese Cloth No 100,9
90284,Herman,Donovan,2306267,270,Cheese Cloth No 100,23
50416,Sophia,Chen,515131,270,Cheese Cloth No 100,13
58064,Salvador,Nicholson,5924475,270,Cheese Cloth No 100,15
70624,Bryce,Walker,1487001,270,Cheese Cloth No 100,18
97063,Nicholas,Little,4457426,270,Cheese Cloth No 100,25
97769,Tia,Keith,1571524,270,Cheese Cloth No 100,25
97769,Tia,Keith,2491137,270,Cheese Cloth No 100,25
33132,Shelia,George,5148506,270,Cheese Cloth No 100,9
48858,Chad,Turner,1534802,270,Cheese Cloth No 100,13
25421,Kristin,Ferrell,1146893,270,Cheese Cloth No 100,7
78297,Caleb,Ballard,4278549,270,Cheese Cloth No 100,20
4723,Anthony,Mack,3229422,270,Cheese Cloth No 100,2
55124,Carrie,Mc Dowell,3617233,270,Cheese Cloth No 100,14
70986,Owen,Frank,5726428,270,Cheese Cloth No 100,18
85161,Scottie,Glass,2989927,270,Cheese Cloth No 100,22
33749,Kimberly,Stewart,6753955,270,Cheese Cloth No 100,9
46146,Mathew,Wade,452988,270,Cheese Cloth No 100,12
64597,Autumn,Murillo,1976385,270,Cheese Cloth No 100,17
82440,Douglas,Cross,4969770,270,Cheese Cloth No 100,21
25624,Michele,Grimes,399047,270,Cheese Cloth No 100,7
25624,Michele,Grimes,3019022,270,Cheese Cloth No 100,7
59925,Jerrod,Pierce,6460975,270,Cheese Cloth No 100,16
89272,Oliver,Chase,1805997,270,Cheese Cloth No 100,23
89272,Oliver,Chase,2060940,270,Cheese Cloth No 100,23
46971,Bridgett,Logan,3617017,270,Cheese Cloth No 100,12
51834,Katherine,Bauer,5309299,270,Cheese Cloth No 100,14
22408,Megan,Russell,1465859,270,Cheese Cloth No 100,6
464,Greg,Galvan,6121723,270,Cheese Cloth No 100,1
81324,Andrew,Casey,1559955,270,Cheese Cloth No 100,21
44090,Jody,Gibbs,2544048,270,Cheese Cloth No 100,12
9302,Manuel,Copeland,893816,270,Cheese Cloth No 100,3
41319,Jose,Contreras,4792524,270,Cheese Cloth No 100,11
25703,Kerri,Ortiz,5054807,270,Cheese Cloth No 100,7
47845,Holly,Francis,363984,270,Cheese Cloth No 100,13
96684,Earl,Lowery,5948894,270,Cheese Cloth No 100,25
10016,Shirley,Yates,6486029,270,Cheese Cloth No 100,3
50461,Jason,Rivas,1459583,270,Cheese Cloth No 100,13
50461,Jason,Rivas,4367015,270,Cheese Cloth No 100,13
61288,Rosa,Andersen,316670,153,Arizona - Green Tea,16
42087,Jamison,Bright,1952463,153,Arizona - Green Tea,11
42087,Jamison,Bright,5077341,153,Arizona - Green Tea,11
57168,Gretchen,Duffy,875639,153,Arizona - Green Tea,15
58421,Tiffany,Kane,3503543,153,Arizona - Green Tea,15
45498,Trisha,Bradley,433411,153,Arizona - Green Tea,12
45498,Trisha,Bradley,3347393,153,Arizona - Green Tea,12
63891,Leonardo,Norton,3232713,153,Arizona - Green Tea,17
66709,Jon,Madden,5245867,153,Arizona - Green Tea,17
56786,Darrell,Buckley,5481630,153,Arizona - Green Tea,15
79997,Keith,Stanley,5247208,153,Arizona - Green Tea,21
51224,Matthew,Briggs,5042588,153,Arizona - Green Tea,13
15088,Ruby,Lowe,3026255,153,Arizona - Green Tea,4
73190,Allyson,Campos,3695951,153,Arizona - Green Tea,19
21973,Stuart,Barton,2490550,153,Arizona - Green Tea,6
8711,Sherry,Pittman,5800711,153,Arizona - Green Tea,3
65678,Kenny,Keith,2330876,153,Arizona - Green Tea,17
12529,Frances,Black,5390619,153,Arizona - Green Tea,4
46551,Eduardo,Mora,4300332,153,Arizona - Green Tea,12
55930,Jerrod,Whitney,915547,153,Arizona - Green Tea,15
82922,Ronald,Jimenez,5024742,153,Arizona - Green Tea,21
36566,Brandi,Mcintosh,3950015,153,Arizona - Green Tea,10
36566,Brandi,Mcintosh,4091833,153,Arizona - Green Tea,10
41747,Brad,Cook,1264157,153,Arizona - Green Tea,11
70017,Paula,Mcfarland,4630207,153,Arizona - Green Tea,18
2915,Elisa,Nelson,1843091,153,Arizona - Green Tea,1
73031,Eva,Flynn,1756762,153,Arizona - Green Tea,19
77696,Bridgette,Flynn,4107720,153,Arizona - Green Tea,20
23515,Mickey,Reid,5824233,153,Arizona - Green Tea,6
7223,Brandon,Buck,6349463,153,Arizona - Green Tea,2
15920,Hollie,Pugh,2275753,153,Arizona - Green Tea,5
28191,Sandy,Mejia,1059846,153,Arizona - Green Tea,8
2329,Suzanne,Daniels,1367973,153,Arizona - Green Tea,1
37873,Rudy,Elliott,2836472,153,Arizona - Green Tea,10
57241,Jack,Hurley,2056126,153,Arizona - Green Tea,15
45846,Marshall,Liu,4851458,153,Arizona - Green Tea,12
65910,Mindy,Maxwell,2464054,153,Arizona - Green Tea,17
60378,Kristen,Phillips,6712036,153,Arizona - Green Tea,16
30196,Craig,Wells,2611991,153,Arizona - Green Tea,8
15166,Deanna,Hogan,4442792,153,Arizona - Green Tea,4
22204,Julie,Rangel,2131057,153,Arizona - Green Tea,6
31549,Oliver,Kidd,6088664,153,Arizona - Green Tea,8
47122,Timmy,Santiago,94536,153,Arizona - Green Tea,12
649,Lonnie,Lambert,4444323,153,Arizona - Green Tea,1
91783,Alberto,Parrish,2051323,153,Arizona - Green Tea,24
20006,Kathleen,Foster,5317422,153,Arizona - Green Tea,6
81281,Tisha,Skinner,5407167,153,Arizona - Green Tea,21
69027,Sylvia,Cordova,2905800,153,Arizona - Green Tea,18
27669,Shanna,Skinner,218093,153,Arizona - Green Tea,8
83608,Trent,Jacobs,1180722,153,Arizona - Green Tea,22
10739,Glenda,Hansen,2437434,153,Arizona - Green Tea,3
24137,Dennis,Booker,2723700,153,Arizona - Green Tea,7
68627,Marcos,Myers,5844622,153,Arizona - Green Tea,18
1336,Leticia,Booth,1874316,153,Arizona - Green Tea,1
34657,Sonya,Beck,2367138,153,Arizona - Green Tea,9
14012,Kenya,Castaneda,2201243,153,Arizona - Green Tea,4
15986,Bethany,Molina,1269156,153,Arizona - Green Tea,5
22345,Guy,Berg,5684220,153,Arizona - Green Tea,6
51934,Tommy,Pena,4584163,153,Arizona - Green Tea,14
86028,Tabatha,Cole,3363212,153,Arizona - Green Tea,22
70517,Raymond,Dawson,4288482,153,Arizona - Green Tea,18
87947,Danielle,Lutz,2677606,153,Arizona - Green Tea,23
28867,Patrice,Schneider,1025538,153,Arizona - Green Tea,8
10311,Blake,Wilson,3351021,153,Arizona - Green Tea,3
56887,Sherry,Velasquez,4560667,153,Arizona - Green Tea,15
28984,Oscar,Blair,5071168,153,Arizona - Green Tea,8
9260,Chrystal,Aguilar,1985255,153,Arizona - Green Tea,3
94910,Kristy,Carrillo,3792036,153,Arizona - Green Tea,25
29656,Benjamin,Vargas,4416659,153,Arizona - Green Tea,8
18680,Norma,Flowers,1883026,153,Arizona - Green Tea,5
52155,Gregory,Haas,3708581,153,Arizona - Green Tea,14
87285,Edgar,Delgado,2984576,153,Arizona - Green Tea,23
65731,Eva,Reed,2078781,153,Arizona - Green Tea,17
65731,Eva,Reed,2691152,153,Arizona - Green Tea,17
79458,Salvador,Huff,6331889,153,Arizona - Green Tea,21
97928,Gregory,Mc Bride,6650132,153,Arizona - Green Tea,25
45965,Tricia,Heath,3284267,153,Arizona - Green Tea,12
40934,Manuel,Mercer,5284063,153,Arizona - Green Tea,11
5832,Oscar,Trujillo,3829451,153,Arizona - Green Tea,2
2556,Jacob,Cantrell,3359931,153,Arizona - Green Tea,1
60969,Derek,Mc Millan,5275579,153,Arizona - Green Tea,16
29998,Terrence,Farley,755530,153,Arizona - Green Tea,8
29998,Terrence,Farley,5117162,153,Arizona - Green Tea,8
37510,Thomas,Zamora,5121541,153,Arizona - Green Tea,10
87967,Demetrius,Mcfarland,406900,153,Arizona - Green Tea,23
38890,Xavier,Owen,2923682,153,Arizona - Green Tea,10
62101,Jesus,Curtis,628996,153,Arizona - Green Tea,16
36200,Toni,Sherman,519149,153,Arizona - Green Tea,10
96088,Jennie,Mc Daniel,4464556,153,Arizona - Green Tea,25
67473,Arturo,Whitaker,5185585,153,Arizona - Green Tea,18
9771,Billy,Price,3729178,153,Arizona - Green Tea,3
6447,Ellen,Bradley,5082833,153,Arizona - Green Tea,2
90193,Jared,Wolf,5120012,153,Arizona - Green Tea,23
77682,Tasha,Carlson,1667445,153,Arizona - Green Tea,20
72829,Kris,Mc Clure,5165682,153,Arizona - Green Tea,19
70324,Christine,Lowe,5881031,153,Arizona - Green Tea,18
42157,Marcie,Dawson,271589,153,Arizona - Green Tea,11
74213,Jolene,Watkins,5673302,153,Arizona - Green Tea,19
82161,Rochelle,Thornton,3851912,153,Arizona - Green Tea,21
29910,Terrell,Brady,4776377,153,Arizona - Green Tea,8
55380,Hollie,Patterson,3739509,153,Arizona - Green Tea,15
86111,Derek,Bradley,5560091,153,Arizona - Green Tea,22
46250,Christine,Sawyer,5371624,153,Arizona - Green Tea,12
65650,Felipe,Lowery,5648982,153,Arizona - Green Tea,17
76511,Lakisha,Johns,4515397,153,Arizona - Green Tea,20
92255,Brendan,Liu,3285561,153,Arizona - Green Tea,24
67428,Robert,Schroeder,6594185,153,Arizona - Green Tea,18
756,Russell,Stark,4783936,153,Arizona - Green Tea,1
6001,Byron,Carr,6468726,153,Arizona - Green Tea,2
2754,Regina,Rocha,330456,153,Arizona - Green Tea,1
80849,Dylan,Jefferson,5445123,153,Arizona - Green Tea,21
30575,Faith,Castillo,1965715,153,Arizona - Green Tea,8
30575,Faith,Castillo,2452528,153,Arizona - Green Tea,8
32180,Stuart,Werner,147109,153,Arizona - Green Tea,9
13681,Sherri,Dominguez,3465886,153,Arizona - Green Tea,4
57606,Rachelle,Frank,5167006,153,Arizona - Green Tea,15
19526,Dewayne,Thornton,2752392,153,Arizona - Green Tea,5
33759,Marisol,Gallagher,5867497,153,Arizona - Green Tea,9
77037,Cedric,Conway,4510050,153,Arizona - Green Tea,20
90284,Herman,Donovan,2072631,153,Arizona - Green Tea,23
43652,Joey,Braun,2084618,153,Arizona - Green Tea,12
97063,Nicholas,Little,2691181,153,Arizona - Green Tea,25
27160,Colby,Fritz,2410170,153,Arizona - Green Tea,7
4723,Anthony,Mack,522505,153,Arizona - Green Tea,2
6352,Wanda,Avery,3583753,153,Arizona - Green Tea,2
6352,Wanda,Avery,5983389,153,Arizona - Green Tea,2
57090,Kendra,Payne,2538046,153,Arizona - Green Tea,15
27546,Rebecca,Newton,4814849,153,Arizona - Green Tea,7
57024,Kristin,Decker,56260,153,Arizona - Green Tea,15
73614,Brandy,Solomon,4990940,153,Arizona - Green Tea,19
25327,Floyd,Gonzalez,1794356,153,Arizona - Green Tea,7
92543,Hilary,Mays,2564582,153,Arizona - Green Tea,24
93445,Lewis,Bauer,541488,153,Arizona - Green Tea,24
61923,Diane,Lamb,4398923,153,Arizona - Green Tea,16
90054,Steve,Martinez,6192199,153,Arizona - Green Tea,23
95372,Jeannie,Trujillo,583504,153,Arizona - Green Tea,25
44090,Jody,Gibbs,6308642,153,Arizona - Green Tea,12
84575,Clarissa,Cochran,4125842,153,Arizona - Green Tea,22
71595,Ivan,Harrell,1792071,153,Arizona - Green Tea,19
68336,Sandra,Wiley,704807,153,Arizona - Green Tea,18
